analysis_id,stage,cohort,population,N,endpoint,predictor,analysis_type,beta,effect_measure,effect,ci_low,ci_high,ci_type,p,robust_p,adjusted_p,fdr,r_squared,spearman_rho,events,status,interpretation,primary_secondary,supports_main_claim,limitation,source_output,source_row,robust_ci_low,robust_ci_high,robust_adjusted_p,omitted_gene,AUC,seed,iterations,percentile,tested_dependencies
,,DepMap,,25,LIFR,,proliferation-adjusted OLS,,,-0.0673632377693243,-0.1743232728815457,0.0395967973428971,,0.2050032815324877,,,0.9828419139706552,,,,,,,,,outputs/v2/stage3/depmap_results.csv,3653,,,,,,,,,
,,DepMap,,25,LMF2,,proliferation-adjusted OLS,,,0.0708784023066601,-0.0416808110498951,0.1834376156632153,,0.2050721803179759,,,0.9828419139706552,,,,,,,,,outputs/v2/stage3/depmap_results.csv,3654,,,,,,,,,
,,DepMap,,25,CDK9,,proliferation-adjusted OLS,,,0.1440032484497323,-0.0847496560300669,0.3727561529295315,,0.2052000516760302,,,0.9828419139706552,,,,,,,,,outputs/v2/stage3/depmap_results.csv,3655,,,,,,,,,
,,DepMap,,25,FOXL2NB,,proliferation-adjusted OLS,,,0.077317587515856,-0.0455116694823724,0.2001468445140846,,0.2052294119728511,,,0.9828419139706552,,,,,,,,,outputs/v2/stage3/depmap_results.csv,3656,,,,,,,,,
,,DepMap,,25,RNF148,,proliferation-adjusted OLS,,,0.0390479354500213,-0.0229885861043737,0.1010844570044164,,0.2052553844636333,,,0.9828419139706552,,,,,,,,,outputs/v2/stage3/depmap_results.csv,3657,,,,,,,,,
,,DepMap,,25,TMEM232,,proliferation-adjusted OLS,,,0.0948762886126557,-0.055878377278105,0.2456309545034164,,0.2053194494061146,,,0.9828419139706552,,,,,,,,,outputs/v2/stage3/depmap_results.csv,3658,,,,,,,,,
,,DepMap,,25,LRRK1,,proliferation-adjusted OLS,,,0.0758365006633135,-0.0446794153460736,0.1963524166727006,,0.2053727929726647,,,0.9828419139706552,,,,,,,,,outputs/v2/stage3/depmap_results.csv,3659,,,,,,,,,
,,DepMap,,24,FBXW10B,,proliferation-adjusted OLS,,,-0.065051002209288,-0.1685661468035453,0.0384641423849692,,0.2053873030021936,,,0.9828419139706552,,,,,,,,,outputs/v2/stage3/depmap_results.csv,3660,,,,,,,,,
,,DepMap,,25,SYTL1,,proliferation-adjusted OLS,,,-0.0707056103982576,-0.1830859444334286,0.0416747236369133,,0.2054435157571561,,,0.9828419139706552,,,,,,,,,outputs/v2/stage3/depmap_results.csv,3661,,,,,,,,,
,,DepMap,,25,PRDM15,,proliferation-adjusted OLS,,,-0.0661379194735365,-0.1712790010535899,0.0390031621065167,,0.2055294816667853,,,0.9828419139706552,,,,,,,,,outputs/v2/stage3/depmap_results.csv,3662,,,,,,,,,
,,DepMap,,25,HAS1,,proliferation-adjusted OLS,,,-0.0753367062222544,-0.1951023926408137,0.0444289801963048,,0.2055333725175387,,,0.9828419139706552,,,,,,,,,outputs/v2/stage3/depmap_results.csv,3663,,,,,,,,,
,,DepMap,,25,MOGAT1,,proliferation-adjusted OLS,,,0.0729341534566214,-0.0430250455033127,0.1888933524165557,,0.2055821406677914,,,0.9828419139706552,,,,,,,,,outputs/v2/stage3/depmap_results.csv,3664,,,,,,,,,
,,DepMap,,25,POFUT1,,proliferation-adjusted OLS,,,-0.0578701742984034,-0.1498942240789738,0.0341538754821668,,0.2056548669023341,,,0.9828419139706552,,,,,,,,,outputs/v2/stage3/depmap_results.csv,3665,,,,,,,,,
,,DepMap,,25,CDK2,,proliferation-adjusted OLS,,,-0.2570972156143556,-0.6660054551205608,0.1518110238918495,,0.205737306687857,,,0.9828419139706552,,,,,,,,,outputs/v2/stage3/depmap_results.csv,3666,,,,,,,,,
,,DepMap,,25,DEFB126,,proliferation-adjusted OLS,,,-0.0795831981362741,-0.2061646440350069,0.0469982477624587,,0.2057576079644795,,,0.9828419139706552,,,,,,,,,outputs/v2/stage3/depmap_results.csv,3667,,,,,,,,,
,,DepMap,,25,API5,,proliferation-adjusted OLS,,,-0.0737766139903264,-0.1911251534844355,0.0435719255037826,,0.2057679773644614,,,0.9828419139706552,,,,,,,,,outputs/v2/stage3/depmap_results.csv,3668,,,,,,,,,
,,DepMap,,25,ZKSCAN2,,proliferation-adjusted OLS,,,0.0527120635817813,-0.0311382632418814,0.136562390405444,,0.2058039733422448,,,0.9828419139706552,,,,,,,,,outputs/v2/stage3/depmap_results.csv,3669,,,,,,,,,
,,DepMap,,25,ANKH,,proliferation-adjusted OLS,,,-0.1359454499338412,-0.3522529324137262,0.0803620325460437,,0.2059168137431409,,,0.9828419139706552,,,,,,,,,outputs/v2/stage3/depmap_results.csv,3670,,,,,,,,,
,,DepMap,,25,ANKRD22,,proliferation-adjusted OLS,,,-0.0660648679457437,-0.1711859142648698,0.0390561783733823,,0.205929130367687,,,0.9828419139706552,,,,,,,,,outputs/v2/stage3/depmap_results.csv,3671,,,,,,,,,
,,DepMap,,25,STEAP2,,proliferation-adjusted OLS,,,0.0736468320496313,-0.0435393530974562,0.1908330171967189,,0.2059323940037075,,,0.9828419139706552,,,,,,,,,outputs/v2/stage3/depmap_results.csv,3672,,,,,,,,,
,,DepMap,,25,TIGAR,,proliferation-adjusted OLS,,,-0.0573565675425599,-0.1486293314676202,0.0339161963825003,,0.2059683288553551,,,0.9828419139706552,,,,,,,,,outputs/v2/stage3/depmap_results.csv,3673,,,,,,,,,
,,DepMap,,25,OSBPL6,,proliferation-adjusted OLS,,,0.0613482224399046,-0.0362817249806595,0.1589781698604688,,0.2059915030641925,,,0.9828419139706552,,,,,,,,,outputs/v2/stage3/depmap_results.csv,3674,,,,,,,,,
,,DepMap,,25,ANKRD13D,,proliferation-adjusted OLS,,,0.0779364842101563,-0.0461012520180916,0.2019742204384042,,0.2060236631211789,,,0.9828419139706552,,,,,,,,,outputs/v2/stage3/depmap_results.csv,3675,,,,,,,,,
,,DepMap,,25,PIP4P2,,proliferation-adjusted OLS,,,0.054382250020485,-0.0321961661475138,0.1409606661884839,,0.2061640449056056,,,0.9828419139706552,,,,,,,,,outputs/v2/stage3/depmap_results.csv,3676,,,,,,,,,
,,DepMap,,25,LMO2,,proliferation-adjusted OLS,,,0.0673740483735721,-0.0398945034876962,0.1746426002348405,,0.2061915411346798,,,0.9828419139706552,,,,,,,,,outputs/v2/stage3/depmap_results.csv,3677,,,,,,,,,
,,DepMap,,24,IFNA21,,proliferation-adjusted OLS,,,-0.0934974548880879,-0.2425658637672259,0.05557095399105,,0.2062270022726614,,,0.9828419139706552,,,,,,,,,outputs/v2/stage3/depmap_results.csv,3678,,,,,,,,,
,,DepMap,,25,TMEM198,,proliferation-adjusted OLS,,,-0.0490761678712921,-0.1272213555184188,0.0290690197758344,,0.2062437207971056,,,0.9828419139706552,,,,,,,,,outputs/v2/stage3/depmap_results.csv,3679,,,,,,,,,
,,DepMap,,25,TICRR,,proliferation-adjusted OLS,,,-0.2648151084512417,-0.6864960154494774,0.156865798546994,,0.2062533706041537,,,0.9828419139706552,,,,,,,,,outputs/v2/stage3/depmap_results.csv,3680,,,,,,,,,
,,DepMap,,25,COL20A1,,proliferation-adjusted OLS,,,-0.064576860777809,-0.1674065657669033,0.0382528442112852,,0.206253856488292,,,0.9828419139706552,,,,,,,,,outputs/v2/stage3/depmap_results.csv,3681,,,,,,,,,
,,DepMap,,25,ARMC9,,proliferation-adjusted OLS,,,-0.1023777453893317,-0.2654086344558768,0.0606531436772133,,0.2062766900329988,,,0.9828419139706552,,,,,,,,,outputs/v2/stage3/depmap_results.csv,3682,,,,,,,,,
,,DepMap,,25,RGS16,,proliferation-adjusted OLS,,,-0.0597945336668559,-0.1550358184027621,0.0354467510690503,,0.2063768195623965,,,0.9828419139706552,,,,,,,,,outputs/v2/stage3/depmap_results.csv,3683,,,,,,,,,
,,DepMap,,25,ING2,,proliferation-adjusted OLS,,,-0.0861706352546362,-0.2234290838748883,0.0510878133656158,,0.2063929637961722,,,0.9828419139706552,,,,,,,,,outputs/v2/stage3/depmap_results.csv,3684,,,,,,,,,
,,DepMap,,25,EZH2,,proliferation-adjusted OLS,,,0.1159459426646137,-0.0687425324525418,0.3006344177817692,,0.2063974441313211,,,0.9828419139706552,,,,,,,,,outputs/v2/stage3/depmap_results.csv,3685,,,,,,,,,
,,DepMap,,25,FBXL6,,proliferation-adjusted OLS,,,-0.0720206131519863,-0.1867499852337421,0.0427087589297694,,0.2064312484814955,,,0.9828419139706552,,,,,,,,,outputs/v2/stage3/depmap_results.csv,3686,,,,,,,,,
,,DepMap,,25,DNAJB12,,proliferation-adjusted OLS,,,-0.0857251844860692,-0.2222910992211428,0.0508407302490043,,0.2064474523603401,,,0.9828419139706552,,,,,,,,,outputs/v2/stage3/depmap_results.csv,3687,,,,,,,,,
,,DepMap,,25,B3GNT8,,proliferation-adjusted OLS,,,-0.0711513471314108,-0.184543026751439,0.0422403324886173,,0.2066128351635684,,,0.9828419139706552,,,,,,,,,outputs/v2/stage3/depmap_results.csv,3688,,,,,,,,,
,,DepMap,,25,AGTPBP1,,proliferation-adjusted OLS,,,0.0754410049778146,-0.0448018220944423,0.1956838320500715,,0.2066668918862761,,,0.9828419139706552,,,,,,,,,outputs/v2/stage3/depmap_results.csv,3689,,,,,,,,,
,,DepMap,,25,SUPT5H,,proliferation-adjusted OLS,,,0.1781477347484635,-0.1058118116910128,0.4621072811879398,,0.2066915337323834,,,0.9828419139706552,,,,,,,,,outputs/v2/stage3/depmap_results.csv,3690,,,,,,,,,
,,DepMap,,24,CISD1,,proliferation-adjusted OLS,,,0.0649918840972743,-0.0387891861921557,0.1687729543867043,,0.2069039954271908,,,0.9828419139706552,,,,,,,,,outputs/v2/stage3/depmap_results.csv,3691,,,,,,,,,
,,DepMap,,25,GNPAT,,proliferation-adjusted OLS,,,-0.067832769718931,-0.1760354223468808,0.0403698829090186,,0.2070162532187617,,,0.9828419139706552,,,,,,,,,outputs/v2/stage3/depmap_results.csv,3692,,,,,,,,,
,,DepMap,,25,DDX53,,proliferation-adjusted OLS,,,-0.0791657023096678,-0.2054483557206728,0.0471169511013372,,0.2070245924735214,,,0.9828419139706552,,,,,,,,,outputs/v2/stage3/depmap_results.csv,3693,,,,,,,,,
,,DepMap,,25,VSX2,,proliferation-adjusted OLS,,,0.0776137017529418,-0.0461949388957086,0.2014223424015924,,0.2070305687984876,,,0.9828419139706552,,,,,,,,,outputs/v2/stage3/depmap_results.csv,3694,,,,,,,,,
,,DepMap,,25,NPC1,,proliferation-adjusted OLS,,,-0.0876396886884721,-0.2274637329207851,0.0521843555438408,,0.2070996034831536,,,0.9828419139706552,,,,,,,,,outputs/v2/stage3/depmap_results.csv,3695,,,,,,,,,
,,DepMap,,25,CD109,,proliferation-adjusted OLS,,,0.0391073894568852,-0.0233032257588201,0.1015180046725906,,0.2072191929798602,,,0.9828419139706552,,,,,,,,,outputs/v2/stage3/depmap_results.csv,3696,,,,,,,,,
,,DepMap,,25,AOPEP,,proliferation-adjusted OLS,,,0.0436330363967735,-0.0260001800558281,0.1132662528493751,,0.2072205872445614,,,0.9828419139706552,,,,,,,,,outputs/v2/stage3/depmap_results.csv,3697,,,,,,,,,
,,DepMap,,25,GOT1L1,,proliferation-adjusted OLS,,,-0.0874349784225775,-0.2270551013883341,0.0521851445431791,,0.2074846256816313,,,0.9828419139706552,,,,,,,,,outputs/v2/stage3/depmap_results.csv,3698,,,,,,,,,
,,DepMap,,25,TYR,,proliferation-adjusted OLS,,,0.0331495288212218,-0.0197864540144842,0.0860855116569279,,0.2074955327886972,,,0.9828419139706552,,,,,,,,,outputs/v2/stage3/depmap_results.csv,3699,,,,,,,,,
,,DepMap,,25,PCBP3,,proliferation-adjusted OLS,,,-0.0498609080663011,-0.1294888798946583,0.029767063762056,,0.2075276634420435,,,0.9828419139706552,,,,,,,,,outputs/v2/stage3/depmap_results.csv,3700,,,,,,,,,
,,DepMap,,25,TRMT44,,proliferation-adjusted OLS,,,0.0454013897912063,-0.0271182828275176,0.1179210624099303,,0.207609604077863,,,0.9828419139706552,,,,,,,,,outputs/v2/stage3/depmap_results.csv,3701,,,,,,,,,
,,DepMap,,25,MED6,,proliferation-adjusted OLS,,,-0.1516847466844411,-0.3939940221487303,0.090624528779848,,0.2076514179381967,,,0.9828419139706552,,,,,,,,,outputs/v2/stage3/depmap_results.csv,3702,,,,,,,,,
,,DepMap,,25,MBNL3,,proliferation-adjusted OLS,,,-0.065805005955978,-0.1709280945500838,0.0393180826381277,,0.2076625689792945,,,0.9828419139706552,,,,,,,,,outputs/v2/stage3/depmap_results.csv,3703,,,,,,,,,
,,DepMap,,25,TRNP1,,proliferation-adjusted OLS,,,-0.0909970028141817,-0.2363749975806261,0.0543809919522625,,0.2076952695519844,,,0.9828419139706552,,,,,,,,,outputs/v2/stage3/depmap_results.csv,3704,,,,,,,,,
,,DepMap,,12,RBM4B,,proliferation-adjusted OLS,,,-0.2345562024115051,-0.6254445063954089,0.1563321015723987,,0.2077039815191195,,,0.9828419139706552,,,,,,,,,outputs/v2/stage3/depmap_results.csv,3705,,,,,,,,,
,,DepMap,,25,C1orf226,,proliferation-adjusted OLS,,,0.0538442093658271,-0.0321883495486123,0.1398767682802665,,0.2077479969764237,,,0.9828419139706552,,,,,,,,,outputs/v2/stage3/depmap_results.csv,3706,,,,,,,,,
,,DepMap,,25,TARBP1,,proliferation-adjusted OLS,,,-0.0855028291952906,-0.222179161821285,0.0511735034307036,,0.2079387524654759,,,0.9828419139706552,,,,,,,,,outputs/v2/stage3/depmap_results.csv,3707,,,,,,,,,
,,DepMap,,25,SGO1,,proliferation-adjusted OLS,,,-0.1987116464509481,-0.5164042306156834,0.118980937713787,,0.208010350304023,,,0.9828419139706552,,,,,,,,,outputs/v2/stage3/depmap_results.csv,3708,,,,,,,,,
,,DepMap,,25,CCDC142,,proliferation-adjusted OLS,,,-0.0794964874456497,-0.2066034380440345,0.0476104631527349,,0.2080483151807488,,,0.9828419139706552,,,,,,,,,outputs/v2/stage3/depmap_results.csv,3709,,,,,,,,,
,,DepMap,,25,STX7,,proliferation-adjusted OLS,,,-0.0574885921128804,-0.1494141289334903,0.0344369447077294,,0.2080817762977994,,,0.9828419139706552,,,,,,,,,outputs/v2/stage3/depmap_results.csv,3710,,,,,,,,,
,,DepMap,,25,ENTREP3,,proliferation-adjusted OLS,,,-0.0531708379128248,-0.1381998812016101,0.0318582053759604,,0.2081214434698303,,,0.9828419139706552,,,,,,,,,outputs/v2/stage3/depmap_results.csv,3711,,,,,,,,,
,,DepMap,,25,TBC1D8B,,proliferation-adjusted OLS,,,-0.0864518338085366,-0.2247124821245474,0.0518088145074741,,0.2081523322896021,,,0.9828419139706552,,,,,,,,,outputs/v2/stage3/depmap_results.csv,3712,,,,,,,,,
,,DepMap,,25,GBX1,,proliferation-adjusted OLS,,,-0.0613580932281404,-0.1594969782343091,0.0367807917780281,,0.2081976574716355,,,0.9828419139706552,,,,,,,,,outputs/v2/stage3/depmap_results.csv,3713,,,,,,,,,
,,DepMap,,25,PSMB5,,proliferation-adjusted OLS,,,0.3772788063463601,-0.2262972147623277,0.980854827455048,,0.2082989547103668,,,0.9828419139706552,,,,,,,,,outputs/v2/stage3/depmap_results.csv,3714,,,,,,,,,
,,DepMap,,25,EFCAB5,,proliferation-adjusted OLS,,,0.0719576392095658,-0.0431986808522279,0.1871139592713596,,0.2084416823482491,,,0.9828419139706552,,,,,,,,,outputs/v2/stage3/depmap_results.csv,3715,,,,,,,,,
,,DepMap,,25,EFCAB6,,proliferation-adjusted OLS,,,-0.0407701126666826,-0.1060480128022423,0.0245077874688771,,0.2086572815095145,,,0.9828419139706552,,,,,,,,,outputs/v2/stage3/depmap_results.csv,3716,,,,,,,,,
,,DepMap,,25,SATB1,,proliferation-adjusted OLS,,,0.0816635859271637,-0.0491033801379722,0.2124305519922996,,0.2087030964737397,,,0.9828419139706552,,,,,,,,,outputs/v2/stage3/depmap_results.csv,3717,,,,,,,,,
,,DepMap,,24,OR52D1,,proliferation-adjusted OLS,,,0.0799283091015331,-0.0482344512233787,0.2080910694264451,,0.2087196995753343,,,0.9828419139706552,,,,,,,,,outputs/v2/stage3/depmap_results.csv,3718,,,,,,,,,
,,DepMap,,25,TAB3,,proliferation-adjusted OLS,,,-0.0480491475573122,-0.1249942729889184,0.0288959778742939,,0.2087291930282395,,,0.9828419139706552,,,,,,,,,outputs/v2/stage3/depmap_results.csv,3719,,,,,,,,,
,,DepMap,,25,NSL1,,proliferation-adjusted OLS,,,-0.1765790222932138,-0.4593778091126341,0.1062197645262063,,0.2087726598679154,,,0.9828419139706552,,,,,,,,,outputs/v2/stage3/depmap_results.csv,3720,,,,,,,,,
,,DepMap,,25,B3GNT5,,proliferation-adjusted OLS,,,-0.058218991036364,-0.151491708864417,0.0350537267916889,,0.2089258154435665,,,0.9828419139706552,,,,,,,,,outputs/v2/stage3/depmap_results.csv,3721,,,,,,,,,
,,DepMap,,25,PICK1,,proliferation-adjusted OLS,,,0.0680452179221715,-0.0409722021333697,0.1770626379777128,,0.208934239967417,,,0.9828419139706552,,,,,,,,,outputs/v2/stage3/depmap_results.csv,3722,,,,,,,,,
,,DepMap,,25,PILRA,,proliferation-adjusted OLS,,,-0.0817248533441697,-0.2126836306801438,0.0492339239918043,,0.2090173115384908,,,0.9828419139706552,,,,,,,,,outputs/v2/stage3/depmap_results.csv,3723,,,,,,,,,
,,DepMap,,25,CSN3,,proliferation-adjusted OLS,,,0.0722447220140373,-0.0435251128122693,0.188014556840344,,0.2090262363817101,,,0.9828419139706552,,,,,,,,,outputs/v2/stage3/depmap_results.csv,3724,,,,,,,,,
,,DepMap,,25,MTURN,,proliferation-adjusted OLS,,,-0.0722720870469475,-0.1880872744067747,0.0435431003128797,,0.2090319269397068,,,0.9828419139706552,,,,,,,,,outputs/v2/stage3/depmap_results.csv,3725,,,,,,,,,
,,DepMap,,25,SP2,,proliferation-adjusted OLS,,,0.0969395806005506,-0.0584128357684799,0.2522919969695812,,0.2090541281676178,,,0.9828419139706552,,,,,,,,,outputs/v2/stage3/depmap_results.csv,3726,,,,,,,,,
,,DepMap,,25,CASQ2,,proliferation-adjusted OLS,,,0.0857951821024935,-0.0517167523503319,0.223307116555319,,0.2091154169104397,,,0.9828419139706552,,,,,,,,,outputs/v2/stage3/depmap_results.csv,3727,,,,,,,,,
,,DepMap,,25,ZNF414,,proliferation-adjusted OLS,,,-0.0792063182352344,-0.2061758135404992,0.0477631770700302,,0.2091781882754417,,,0.9828419139706552,,,,,,,,,outputs/v2/stage3/depmap_results.csv,3728,,,,,,,,,
,,DepMap,,25,RPP30,,proliferation-adjusted OLS,,,0.2104796713841803,-0.1269254304338914,0.5478847732022522,,0.2091801310769357,,,0.9828419139706552,,,,,,,,,outputs/v2/stage3/depmap_results.csv,3729,,,,,,,,,
,,DepMap,,24,OR10K2,,proliferation-adjusted OLS,,,-0.0791707084067137,-0.2062778741380299,0.0479364573246023,,0.2092689924499843,,,0.9828419139706552,,,,,,,,,outputs/v2/stage3/depmap_results.csv,3730,,,,,,,,,
,,DepMap,,25,TMEM150B,,proliferation-adjusted OLS,,,0.0737870714724617,-0.0445631677075684,0.192137310652492,,0.2094303373729499,,,0.9828419139706552,,,,,,,,,outputs/v2/stage3/depmap_results.csv,3731,,,,,,,,,
,,DepMap,,25,PRLH,,proliferation-adjusted OLS,,,0.0629961955425866,-0.0380508315199649,0.1640432226051382,,0.2094509262330178,,,0.9828419139706552,,,,,,,,,outputs/v2/stage3/depmap_results.csv,3732,,,,,,,,,
,,DepMap,,25,ERI1,,proliferation-adjusted OLS,,,-0.0709856279169299,-0.1848613903129405,0.0428901344790807,,0.2095031807096721,,,0.9828419139706552,,,,,,,,,outputs/v2/stage3/depmap_results.csv,3733,,,,,,,,,
,,DepMap,,25,ZNF461,,proliferation-adjusted OLS,,,0.0744268352799474,-0.0449890450236362,0.193842715583531,,0.2095756868083184,,,0.9828419139706552,,,,,,,,,outputs/v2/stage3/depmap_results.csv,3734,,,,,,,,,
,,DepMap,,25,CCL8,,proliferation-adjusted OLS,,,-0.0617194998066305,-0.1607788685653449,0.0373398689520839,,0.2097179903336724,,,0.9828419139706552,,,,,,,,,outputs/v2/stage3/depmap_results.csv,3735,,,,,,,,,
,,DepMap,,25,SIX4,,proliferation-adjusted OLS,,,0.0509386909383347,-0.0308179335989453,0.1326953154756148,,0.2097200287656423,,,0.9828419139706552,,,,,,,,,outputs/v2/stage3/depmap_results.csv,3736,,,,,,,,,
,,DepMap,,25,SPCS2,,proliferation-adjusted OLS,,,0.1005178612206628,-0.0608169560855827,0.2618526785269085,,0.2097298351214625,,,0.9828419139706552,,,,,,,,,outputs/v2/stage3/depmap_results.csv,3737,,,,,,,,,
,,DepMap,,25,EDF1,,proliferation-adjusted OLS,,,-0.0712231251758618,-0.185562797735043,0.0431165473833193,,0.2098219935838872,,,0.9828419139706552,,,,,,,,,outputs/v2/stage3/depmap_results.csv,3738,,,,,,,,,
,,DepMap,,25,KISS1,,proliferation-adjusted OLS,,,-0.1134591095620603,-0.2956190385779185,0.0687008194537977,,0.2098600112868667,,,0.9828419139706552,,,,,,,,,outputs/v2/stage3/depmap_results.csv,3739,,,,,,,,,
,,DepMap,,25,FRY,,proliferation-adjusted OLS,,,0.0605870667376396,-0.0366959248456909,0.1578700583209701,,0.2099040575168077,,,0.9828419139706552,,,,,,,,,outputs/v2/stage3/depmap_results.csv,3740,,,,,,,,,
,,DepMap,,25,ZNF729,,proliferation-adjusted OLS,,,-0.0420117638352604,-0.109509001732866,0.025485474062345,,0.2101653739547016,,,0.9828419139706552,,,,,,,,,outputs/v2/stage3/depmap_results.csv,3741,,,,,,,,,
,,DepMap,,25,EVI5L,,proliferation-adjusted OLS,,,0.0625727446455098,-0.0379628295805625,0.1631083188715823,,0.210185093068581,,,0.9828419139706552,,,,,,,,,outputs/v2/stage3/depmap_results.csv,3742,,,,,,,,,
,,DepMap,,25,SLC17A2,,proliferation-adjusted OLS,,,0.039448491783473,-0.0239401088911596,0.1028370924581057,,0.2102318842946948,,,0.9828419139706552,,,,,,,,,outputs/v2/stage3/depmap_results.csv,3743,,,,,,,,,
,,DepMap,,25,RTP1,,proliferation-adjusted OLS,,,-0.0774580863843192,-0.2019246845628495,0.047008511794211,,0.2102372473520765,,,0.9828419139706552,,,,,,,,,outputs/v2/stage3/depmap_results.csv,3744,,,,,,,,,
,,DepMap,,25,ARHGAP9,,proliferation-adjusted OLS,,,-0.0791968878695219,-0.2064581820579731,0.0480644063189291,,0.2102394381764525,,,0.9828419139706552,,,,,,,,,outputs/v2/stage3/depmap_results.csv,3745,,,,,,,,,
,,DepMap,,25,HACD2,,proliferation-adjusted OLS,,,0.0678451607783309,-0.0412270381349007,0.1769173596915627,,0.2104490855408829,,,0.9828419139706552,,,,,,,,,outputs/v2/stage3/depmap_results.csv,3746,,,,,,,,,
,,DepMap,,25,SOX1,,proliferation-adjusted OLS,,,-0.0654994774249214,-0.1708040171075371,0.0398050622576942,,0.2104633358204071,,,0.9828419139706552,,,,,,,,,outputs/v2/stage3/depmap_results.csv,3747,,,,,,,,,
,,DepMap,,25,MUC20,,proliferation-adjusted OLS,,,-0.1717196035321927,-0.4477966640882277,0.1043574570238421,,0.2104645375676289,,,0.9828419139706552,,,,,,,,,outputs/v2/stage3/depmap_results.csv,3748,,,,,,,,,
,,DepMap,,25,DHRS12,,proliferation-adjusted OLS,,,-0.0418861858774363,-0.1092412422825739,0.0254688705277011,,0.2105546510558015,,,0.9828419139706552,,,,,,,,,outputs/v2/stage3/depmap_results.csv,3749,,,,,,,,,
,,DepMap,,24,OR2W3,,proliferation-adjusted OLS,,,0.0760042144517764,-0.0464040084412145,0.1984124373447674,,0.210650911176448,,,0.9828419139706552,,,,,,,,,outputs/v2/stage3/depmap_results.csv,3750,,,,,,,,,
,,DepMap,,25,PLP1,,proliferation-adjusted OLS,,,-0.0553690188665804,-0.1444273358150305,0.0336892980818695,,0.210664357815524,,,0.9828419139706552,,,,,,,,,outputs/v2/stage3/depmap_results.csv,3751,,,,,,,,,
,,DepMap,,25,GDF7,,proliferation-adjusted OLS,,,0.0646154203507184,-0.0393287852032345,0.1685596259046713,,0.2107215700664556,,,0.9828419139706552,,,,,,,,,outputs/v2/stage3/depmap_results.csv,3752,,,,,,,,,
,,DepMap,,25,NDUFB11,,proliferation-adjusted OLS,,,-0.120573689408374,-0.314542129702913,0.0733947508861649,,0.210736177478138,,,0.9828419139706552,,,,,,,,,outputs/v2/stage3/depmap_results.csv,3753,,,,,,,,,
,,DepMap,,25,USP12,,proliferation-adjusted OLS,,,-0.0731333310545325,-0.1908221109914005,0.0445554488823354,,0.2108792765858835,,,0.9828419139706552,,,,,,,,,outputs/v2/stage3/depmap_results.csv,3754,,,,,,,,,
,,DepMap,,25,CLPB,,proliferation-adjusted OLS,,,-0.1386427810888333,-0.3618442234546661,0.0845586612769994,,0.2110617923674901,,,0.9828419139706552,,,,,,,,,outputs/v2/stage3/depmap_results.csv,3755,,,,,,,,,
,,DepMap,,25,AZU1,,proliferation-adjusted OLS,,,-0.0558655579969731,-0.1458139207406811,0.0340828047467347,,0.2111118688924205,,,0.9828419139706552,,,,,,,,,outputs/v2/stage3/depmap_results.csv,3756,,,,,,,,,
,,DepMap,,25,ZNF774,,proliferation-adjusted OLS,,,-0.0470894135660253,-0.1229135106555103,0.0287346835234597,,0.2111472017081115,,,0.9828419139706552,,,,,,,,,outputs/v2/stage3/depmap_results.csv,3757,,,,,,,,,
,,DepMap,,25,MRTFB,,proliferation-adjusted OLS,,,0.0566606590180442,-0.0345849424745368,0.1479062605106253,,0.2111942063075867,,,0.9828419139706552,,,,,,,,,outputs/v2/stage3/depmap_results.csv,3758,,,,,,,,,
,,DepMap,,25,YES1,,proliferation-adjusted OLS,,,0.0617561154104851,-0.0377049441453766,0.1612171749663468,,0.2112376064655889,,,0.9828419139706552,,,,,,,,,outputs/v2/stage3/depmap_results.csv,3759,,,,,,,,,
,,DepMap,,25,C9orf72,,proliferation-adjusted OLS,,,0.0642965004222354,-0.0392641414974332,0.1678571423419042,,0.2112723806942301,,,0.9828419139706552,,,,,,,,,outputs/v2/stage3/depmap_results.csv,3760,,,,,,,,,
,,DepMap,,25,MYH7,,proliferation-adjusted OLS,,,-0.0645259257659423,-0.1684771812903092,0.0394253297584244,,0.2113617369944687,,,0.9828419139706552,,,,,,,,,outputs/v2/stage3/depmap_results.csv,3761,,,,,,,,,
,,DepMap,,25,CADM2,,proliferation-adjusted OLS,,,0.0540381112810154,-0.0330347442038877,0.1411109667659185,,0.2114501244787058,,,0.9828419139706552,,,,,,,,,outputs/v2/stage3/depmap_results.csv,3762,,,,,,,,,
,,DepMap,,25,OVOL2,,proliferation-adjusted OLS,,,-0.0899226445821004,-0.2348278874172828,0.054982598253082,,0.2114829970971258,,,0.9828419139706552,,,,,,,,,outputs/v2/stage3/depmap_results.csv,3763,,,,,,,,,
,,DepMap,,25,GRK2,,proliferation-adjusted OLS,,,-0.0906716183993195,-0.2367870372351431,0.0554438004365039,,0.2114927889711433,,,0.9828419139706552,,,,,,,,,outputs/v2/stage3/depmap_results.csv,3764,,,,,,,,,
,,DepMap,,25,CACTIN,,proliferation-adjusted OLS,,,0.1501197676607182,-0.0917997790827258,0.3920393144041624,,0.2115013079369234,,,0.9828419139706552,,,,,,,,,outputs/v2/stage3/depmap_results.csv,3765,,,,,,,,,
,,DepMap,,25,JUND,,proliferation-adjusted OLS,,,-0.1099933922550566,-0.2872687666441766,0.0672819821340633,,0.2115507577008522,,,0.9828419139706552,,,,,,,,,outputs/v2/stage3/depmap_results.csv,3766,,,,,,,,,
